patients,evening_weekend,would_rec,n_asked,practice_id
8982,YES,NA,NA,37535
5314,YES,NA,NA,42845
8704,YES,NA,NA,36644
9655,YES,NA,NA,36665
21426,YES,NA,NA,43637
19799,YES,73%,11,36594
8456,YES,NA,NA,43988
13818,YES,91%,474,40930
10107,YES,NA,NA,37019
7466,YES,NA,NA,37324
7826,YES,NA,NA,37967
7861,YES,91%,64,39944
12579,YES,NA,NA,40664
10135,YES,88%,192,43263
8702,YES,97%,39,44349
11715,YES,60%,5,39609
3742,YES,NA,NA,40654
2774,YES,NA,NA,39850
12379,YES,83%,71,44118
10018,YES,NA,NA,41378
10018,YES,NA,NA,43438
6782,YES,NA,NA,36956
6277,YES,97%,179,42223
6674,YES,96%,267,40400
6157,YES,NA,NA,44874
9019,YES,93%,184,35518
18810,NA,NA,NA,153399
30355,YES,91%,980,37347
12016,YES,93%,215,38678
5565,YES,86%,37,39939
8548,YES,82%,167,40822
4768,YES,NA,NA,40642
5904,YES,NA,NA,43171
9606,YES,95%,108,42796
12197,YES,95%,560,43153
5527,YES,NA,NA,38934
9775,YES,95%,265,39619
10825,YES,NA,NA,35502
23951,YES,NA,NA,42866
3543,YES,NA,NA,37134
4322,YES,NA,NA,43887
10375,YES,86%,63,41471
4419,YES,NA,NA,35442
9041,YES,NA,NA,41442
2452,YES,98%,52,43146
2452,YES,98%,52,37049
16775,YES,92%,177,36628
16775,YES,92%,177,45056
16775,YES,92%,177,38692
14071,NA,NA,NA,151840
16054,YES,81%,26,43793
12371,YES,NA,NA,44553
10967,YES,NA,NA,43671
7400,YES,89%,9,43512
10084,YES,97%,100,41436
16847,YES,90%,103,39709
19381,YES,85%,65,42757
8785,YES,89%,65,39985
7803,YES,96%,230,43815
6889,YES,NA,NA,37104
9157,YES,100%,5,38089
17956,YES,95%,113,35611
13268,YES,NA,NA,43424
7508,YES,NA,NA,38144
8815,YES,95%,100,36835
4130,YES,NA,NA,42438
8442,YES,NA,NA,42010
10587,YES,70%,54,39347
7522,YES,NA,NA,43562
9166,YES,96%,489,38332
23719,YES,96%,24,40873
7166,YES,94%,52,43046
13814,YES,85%,171,38878
3003,YES,NA,NA,45262
33083,YES,95%,149,41612
4341,YES,NA,NA,38352
6379,YES,NA,NA,40348
4371,YES,91%,11,37961
5655,NA,50%,8,151812
11216,YES,NA,NA,37943
2341,YES,NA,NA,43813
12806,YES,91%,288,45201
2946,YES,NA,NA,36812
9806,YES,83%,307,41312
3670,YES,89%,19,37506
22506,YES,88%,428,36245
10492,YES,95%,478,40796
9517,YES,96%,425,35182
6154,YES,89%,167,43553
15626,NA,NA,NA,152009
7730,YES,94%,262,38071
5486,YES,NA,NA,36173
20345,YES,NA,NA,38438
5794,YES,NA,NA,38778
2946,YES,NA,NA,38400
7134,YES,89%,81,35379
63880,NA,NA,NA,153092
10564,YES,79%,67,39678
21798,YES,80%,15,120382
5319,YES,NA,NA,39019
7883,YES,91%,175,41431
11339,YES,86%,138,37578
11339,YES,86%,138,99160
19235,YES,84%,318,44329
4858,YES,89%,28,38291
5892,YES,NA,NA,40162
5655,YES,50%,8,37547
4997,YES,100%,9,40436
7296,YES,100%,8,38956
7662,NA,NA,NA,46420
11444,YES,78%,18,42295
7662,YES,NA,NA,42863
6838,YES,89%,85,36156
5931,YES,NA,NA,40883
4745,YES,NA,NA,45079
5444,YES,92%,50,42509
8919,YES,NA,NA,36615
29893,YES,NA,NA,38640
37656,YES,86%,129,42440
46679,YES,89%,160,41345
21199,YES,100%,7,42026
9297,YES,NA,NA,43943
23794,YES,90%,63,43152
26717,YES,92%,531,39728
15102,NA,NA,NA,151838
16382,YES,NA,NA,39420
6426,NA,93%,242,151828
17348,YES,92%,13,44389
8908,YES,NA,NA,43215
8808,YES,NA,NA,40880
7628,YES,NA,NA,38413
9044,NA,NA,NA,152016
10580,YES,NA,NA,43245
7841,YES,NA,NA,37078
1664,YES,100%,20,38805
6026,YES,NA,NA,39092
13723,YES,100%,24,95411
1345,YES,NA,NA,40394
17978,YES,94%,407,36590
7535,YES,60%,5,36078
5131,YES,NA,NA,45259
18969,YES,NA,NA,44972
3192,YES,NA,NA,37343
9092,YES,NA,NA,43086
5666,YES,90%,121,37052
27072,NA,68%,44,152131
7110,YES,90%,40,44497
3379,YES,NA,NA,41161
11576,YES,NA,NA,39194
10478,YES,84%,125,39033
4553,YES,100%,11,38306
13637,YES,93%,109,36861
5859,YES,NA,NA,42685
4962,YES,99%,90,42592
4156,YES,100%,23,40936
6840,YES,74%,88,43879
6840,NA,74%,88,42116
5321,YES,76%,34,37908
4367,YES,NA,NA,36132
2673,YES,NA,NA,36205
10179,NA,87%,78,152046
6272,YES,100%,35,39227
76789,YES,84%,1734,41151
8528,YES,NA,NA,42111
10437,YES,NA,NA,39088
10459,YES,NA,NA,41194
3556,YES,NA,NA,36080
16775,YES,NA,NA,93186
14383,YES,92%,59,111908
16054,NA,100%,10,152038
16054,YES,100%,10,45138
51717,YES,NA,NA,40251
51717,YES,NA,NA,43783
51717,YES,NA,NA,41683
51717,YES,NA,NA,41484
51717,YES,NA,NA,37657
23951,NA,NA,NA,152136
4530,YES,86%,72,35294
4725,YES,NA,NA,43386
2369,YES,NA,NA,35409
19835,YES,NA,NA,38588
6678,YES,86%,49,40384
4462,YES,NA,NA,43576
13841,YES,NA,NA,44879
13202,YES,NA,NA,43819
16553,YES,93%,608,41287
8775,YES,94%,95,43859
7246,NA,NA,NA,152006
20286,YES,86%,150,130200
20286,YES,86%,150,38519
12318,YES,94%,51,35598
11219,YES,100%,10,40078
8521,NA,NA,NA,151988
10483,YES,NA,NA,39786
9185,YES,NA,NA,42921
19701,YES,94%,379,35421
19701,YES,94%,379,44885
6590,YES,NA,NA,44966
9882,YES,NA,NA,44881
7246,YES,NA,NA,43836
3058,YES,NA,NA,39789
7832,YES,NA,NA,37921
15611,NA,88%,40,152883
8539,YES,NA,NA,35724
6412,YES,NA,NA,40593
14468,YES,NA,NA,40170
5029,YES,85%,47,43717
17154,YES,82%,332,37074
8444,YES,71%,7,36973
20985,YES,NA,NA,41107
3599,YES,NA,NA,40627
8911,YES,NA,NA,44080
14745,YES,NA,NA,40545
19529,YES,85%,13,43555
9448,YES,90%,311,43157
7967,YES,NA,NA,42724
23794,YES,90%,63,40080
4106,YES,NA,NA,36979
4521,YES,NA,NA,44682
9091,YES,89%,44,36350
11119,YES,86%,7,39903
58581,YES,53%,17,105881
5922,YES,NA,NA,42384
5885,YES,95%,58,44333
12208,YES,94%,477,45266
4675,YES,100%,14,36624
4525,YES,NA,NA,39787
9561,YES,90%,48,39031
12027,NA,83%,154,151809
4083,YES,100%,73,39403
8403,YES,NA,NA,112086
7069,YES,NA,NA,44851
13930,YES,77%,13,37100
13630,YES,NA,NA,35293
13630,YES,NA,NA,127376
12482,YES,93%,408,39219
27489,NA,NA,NA,153424
7083,YES,NA,NA,35949
5655,YES,NA,NA,38236
6089,YES,NA,NA,37499
1983,YES,NA,NA,39860
9274,YES,NA,NA,40623
47046,YES,NA,NA,39983
24518,YES,85%,72,46713
8084,YES,NA,NA,42159
7600,YES,NA,NA,40678
16755,YES,NA,NA,40717
7542,YES,NA,NA,36027
4704,YES,NA,NA,43349
7031,NA,NA,NA,44487
9422,YES,NA,NA,35384
14779,YES,87%,104,41071
17335,YES,100%,13,39036
1333,YES,NA,NA,41954
13149,YES,NA,NA,43594
12114,YES,NA,NA,43941
12114,YES,NA,NA,35683
2508,YES,NA,NA,39480
5563,YES,96%,48,35759
4438,YES,NA,NA,40757
9218,YES,79%,81,41787
16377,YES,87%,93,40645
12316,YES,91%,75,40997
18447,YES,91%,241,37534
7996,YES,NA,NA,46164
4347,YES,NA,NA,39253
11972,YES,100%,5,39639
6508,YES,88%,8,37395
8762,YES,100%,6,39732
17089,YES,96%,628,39080
5053,YES,NA,NA,38386
9327,YES,NA,NA,39756
8600,YES,91%,205,44697
3489,YES,NA,NA,37026
34059,YES,92%,911,40637
34059,YES,92%,911,41437
34059,YES,92%,911,37714
34059,YES,92%,911,38888
1947,YES,NA,NA,38615
3403,YES,100%,22,45166
7118,YES,94%,173,42622
6530,YES,80%,5,35678
15056,YES,NA,NA,37598
13357,YES,NA,NA,37651
5976,YES,NA,NA,43583
5623,YES,95%,108,35761
3550,YES,NA,NA,44137
8986,YES,NA,NA,37162
5692,YES,NA,NA,44693
15901,YES,87%,222,36709
6503,YES,NA,NA,38737
12406,YES,NA,NA,44812
12406,YES,NA,NA,45032
3841,YES,100%,21,41972
6438,YES,100%,14,39494
655,YES,NA,NA,45824
13972,YES,80%,10,44695
14383,NA,99%,89,151910
7430,YES,56%,9,35704
5621,YES,100%,11,35925
19810,YES,90%,259,36907
7384,YES,71%,7,41356
8389,YES,92%,12,45098
16697,YES,84%,92,43191
13423,YES,82%,92,35742
6121,YES,NA,NA,40925
6589,YES,91%,35,43144
16354,YES,94%,17,38867
24013,YES,NA,NA,43607
7424,YES,NA,NA,44099
10520,YES,81%,94,41351
7119,YES,NA,NA,44993
7259,YES,85%,20,42072
12863,YES,NA,NA,40057
3716,YES,97%,145,36157
13386,NA,92%,381,152032
6784,YES,NA,NA,37460
7212,YES,100%,11,35195
76789,YES,84%,1734,36724
8840,YES,56%,32,37531
4197,YES,100%,34,36710
2915,YES,NA,NA,35196
9434,YES,90%,502,43547
9434,YES,90%,502,35181
6791,YES,NA,NA,39830
3218,YES,100%,5,38912
23789,YES,NA,NA,39615
19710,YES,61%,23,40403
9555,YES,88%,8,37062
10335,YES,NA,NA,37432
6541,YES,NA,NA,45272
25266,YES,62%,21,41489
3016,YES,NA,NA,45012
3616,YES,NA,NA,39664
8590,YES,94%,262,37093
2187,YES,NA,NA,36627
6512,YES,NA,NA,37008
5961,YES,100%,8,38725
7576,YES,NA,NA,36259
8931,YES,95%,294,43247
7522,YES,92%,169,42136
8146,YES,87%,46,41171
13761,YES,79%,70,39566
13129,YES,74%,35,36372
12404,YES,90%,50,41731
7002,YES,NA,NA,44525
4134,YES,NA,NA,37276
7496,YES,NA,NA,39859
8795,YES,85%,110,35661
8795,YES,85%,110,43310
9403,YES,89%,434,39848
7458,YES,NA,NA,40471
7780,YES,NA,NA,41506
7780,YES,NA,NA,37942
7780,YES,NA,NA,37867
25848,YES,85%,62,38488
25848,YES,85%,62,36275
25848,YES,85%,62,125236
25848,YES,85%,62,125237
24680,YES,88%,866,39796
15033,YES,NA,NA,37606
4426,YES,92%,24,42190
12460,YES,NA,NA,43148
11760,YES,98%,331,36468
10032,YES,NA,NA,107604
3570,YES,NA,NA,35685
10617,YES,NA,NA,36708
9710,YES,91%,47,44963
11798,YES,86%,69,40105
19270,YES,73%,49,35559
10602,YES,90%,31,38670
5589,YES,100%,15,43312
12539,YES,90%,119,35710
3495,YES,NA,NA,35317
3970,YES,NA,NA,39683
3883,YES,100%,61,43790
8586,YES,NA,NA,43058
8586,YES,NA,NA,42714
5678,YES,NA,NA,38048
16521,YES,NA,NA,39870
5590,YES,NA,NA,43964
18072,YES,NA,NA,37418
8336,YES,100%,5,42689
6513,YES,NA,NA,41681
5517,YES,87%,108,38009
7026,YES,NA,NA,39245
7214,YES,NA,NA,37739
10302,YES,85%,104,37958
11175,YES,90%,312,39249
8080,YES,NA,NA,44696
11007,YES,96%,49,43759
12905,YES,NA,NA,36476
12448,YES,83%,215,42009
12569,NA,NA,NA,152104
10997,NA,NA,NA,141833
9684,YES,87%,15,37901
22644,YES,NA,NA,44107
22644,NA,NA,NA,44620
7379,YES,NA,NA,38844
7267,YES,80%,30,43387
12017,YES,87%,47,36431
14383,YES,99%,89,44084
14247,YES,93%,699,41987
11242,YES,NA,NA,36203
14247,YES,93%,699,38771
9234,YES,98%,53,37798
13540,YES,96%,70,36569
10585,YES,91%,11,39722
10139,YES,NA,NA,37711
9420,YES,88%,221,41211
10770,YES,86%,108,43966
15476,YES,85%,59,43556
11052,YES,NA,NA,44594
9010,YES,92%,50,42100
17023,YES,81%,27,40830
5511,YES,NA,NA,36821
4533,YES,100%,13,37494
6108,YES,NA,NA,42267
9250,YES,NA,NA,42624
5168,YES,NA,NA,37037
6133,YES,80%,5,38047
10210,YES,90%,100,36298
5474,YES,NA,NA,38838
7411,YES,88%,24,37815
5314,NA,NA,NA,151871
2842,YES,NA,NA,37592
5295,YES,96%,47,36336
6328,YES,NA,NA,38444
12955,YES,100%,5,35504
9793,YES,88%,221,41948
14984,YES,89%,362,35726
9128,YES,NA,NA,41854
6763,YES,NA,NA,38315
14966,YES,NA,NA,38362
5614,YES,NA,NA,42202
5800,YES,NA,NA,39949
8770,YES,NA,NA,37485
3162,YES,100%,9,44727
5108,YES,NA,NA,41263
21844,YES,NA,NA,43117
7008,YES,100%,15,40584
13018,YES,NA,NA,43979
13018,YES,NA,NA,38072
6641,YES,NA,NA,40477
5423,NA,NA,NA,151919
28955,NA,98%,397,152047
22424,NA,96%,428,152051
6915,YES,NA,NA,39623
6117,YES,NA,NA,37507
19020,YES,NA,NA,42942
14152,YES,NA,NA,39231
14152,YES,NA,NA,44762
8822,YES,NA,NA,39064
10492,YES,NA,NA,38502
8265,YES,92%,115,36009
4,YES,NA,NA,43913
8354,YES,NA,NA,42684
6541,YES,91%,108,39127
7991,YES,82%,11,42370
8293,YES,100%,5,36445
6187,YES,78%,60,35327
4080,YES,NA,NA,44264
18601,YES,NA,NA,42822
9833,YES,86%,167,38292
12756,YES,96%,397,43876
11590,YES,93%,15,44375
10618,YES,97%,385,39673
2213,YES,99%,86,41177
6783,YES,NA,NA,41626
4732,YES,NA,NA,36581
3095,YES,93%,28,36539
8422,YES,94%,178,35448
6827,YES,NA,NA,42520
9270,YES,NA,NA,35803
15497,YES,95%,22,41515
8619,YES,NA,NA,36588
3467,YES,100%,34,39486
11537,YES,90%,394,39326
8346,YES,88%,17,36479
14402,YES,NA,NA,37931
7813,YES,NA,NA,141824
2675,YES,NA,NA,38543
8454,YES,92%,141,38004
16815,YES,81%,329,36536
6131,YES,NA,NA,37615
2331,YES,NA,NA,40991
15310,YES,93%,95,39552
5987,YES,92%,25,39321
2412,YES,NA,NA,40585
7691,YES,95%,243,39556
38423,YES,NA,NA,44104
38423,YES,NA,NA,109602
38423,YES,NA,NA,36276
38423,YES,NA,NA,37211
38423,YES,NA,NA,36189
23826,YES,84%,167,37497
16158,YES,69%,49,36330
9276,NA,NA,NA,151858
5030,YES,NA,NA,42178
4097,YES,80%,20,36798
17432,YES,NA,NA,35769
8100,YES,NA,NA,43053
8880,YES,NA,NA,43019
11383,NA,77%,177,36690
7099,YES,NA,NA,36120
8021,YES,100%,14,38465
2289,YES,NA,NA,40342
8545,YES,83%,284,37336
27273,YES,89%,788,44397
8211,YES,NA,NA,37752
6620,YES,94%,359,36000
10054,YES,83%,144,36778
10436,YES,NA,NA,39736
4086,YES,NA,NA,35296
12290,YES,94%,490,44640
11191,YES,95%,447,36437
18625,YES,87%,599,42182
6608,YES,100%,17,35603
10500,YES,95%,114,35811
4178,YES,NA,NA,42521
10736,YES,100%,12,39274
7041,YES,NA,NA,44288
10186,YES,NA,NA,42376
13340,YES,89%,9,40201
9886,YES,NA,NA,41011
4798,YES,75%,20,42371
15614,YES,0%,5,37133
3075,YES,92%,101,43421
4822,YES,NA,NA,37914
8920,YES,95%,37,36852
10054,YES,NA,NA,36383
5902,YES,69%,89,42755
9816,YES,NA,NA,42586
16350,YES,100%,5,44457
9816,YES,NA,NA,39610
9416,YES,NA,NA,44739
5249,YES,80%,10,40711
6675,YES,98%,40,42743
7842,YES,NA,NA,36969
9429,YES,99%,242,43540
4292,YES,73%,11,37789
11161,YES,80%,5,45827
6882,YES,89%,19,36542
9646,YES,NA,NA,43447
3932,YES,NA,NA,41016
4365,YES,NA,NA,40944
8615,YES,84%,136,37868
9208,YES,95%,170,41482
7027,YES,100%,5,44338
3695,YES,80%,41,42105
7479,YES,91%,141,43265
9571,YES,96%,144,36801
3179,YES,NA,NA,37763
5317,YES,NA,NA,39330
2347,YES,88%,8,43084
4825,YES,76%,21,45211
16278,YES,89%,161,40566
4269,YES,NA,NA,40473
3888,YES,100%,8,38706
11565,YES,100%,50,38344
14781,YES,82%,22,41334
10680,YES,88%,17,39393
7878,YES,79%,53,44160
12636,YES,NA,NA,35242
16048,YES,87%,137,38183
14566,NA,94%,34,152105
12496,YES,NA,NA,114168
4228,YES,100%,9,41492
12667,YES,NA,NA,42007
7003,YES,NA,NA,44506
7336,YES,NA,NA,37015
11565,YES,100%,50,45856
19296,YES,99%,77,37235
11056,YES,92%,373,38363
7369,YES,95%,79,43292
24308,YES,70%,79,39009
5541,YES,NA,NA,39290
3476,YES,100%,25,39414
8514,YES,NA,NA,44212
14487,YES,92%,76,39163
6957,YES,NA,NA,37455
3530,YES,59%,22,43832
14217,YES,96%,54,41885
6201,YES,NA,NA,44735
6201,YES,NA,NA,36859
9714,YES,79%,29,37314
9714,YES,79%,29,45855
4932,YES,84%,128,39575
9913,YES,94%,256,42349
12737,YES,95%,374,39425
5842,YES,NA,NA,39450
7899,YES,90%,332,40305
6170,YES,100%,13,43496
7080,YES,96%,99,38469
10970,YES,94%,33,44654
12377,YES,NA,NA,38590
22878,YES,NA,NA,36072
9999,YES,79%,235,35993
1645,YES,70%,10,42629
12861,YES,96%,128,37978
6779,YES,90%,52,40515
43276,YES,NA,NA,38745
4779,YES,NA,NA,35169
9429,YES,NA,NA,36995
8057,YES,NA,NA,44446
4904,YES,94%,17,42047
10282,YES,100%,20,37256
2233,YES,NA,NA,37350
13999,YES,100%,5,38968
23826,YES,84%,167,38120
15102,YES,NA,NA,36927
2614,YES,NA,NA,37840
5294,YES,NA,NA,44190
10390,YES,97%,74,40758
10846,YES,94%,50,35156
5308,YES,100%,5,35866
12211,YES,NA,NA,40109
11223,YES,NA,NA,38464
15532,YES,55%,20,46171
11662,YES,96%,76,40485
10302,YES,NA,NA,41375
14739,YES,NA,NA,41029
13048,YES,95%,41,42373
6753,YES,87%,230,38453
2802,YES,NA,NA,38131
11975,YES,NA,NA,35561
7659,YES,NA,NA,44666
9586,YES,NA,NA,39360
9878,YES,94%,220,37377
5766,YES,NA,NA,37284
8997,YES,93%,383,37438
7948,YES,NA,NA,36811
11764,YES,NA,NA,35191
11764,YES,NA,NA,44578
1116,YES,82%,17,114315
7548,YES,80%,124,42005
6154,YES,95%,119,41723
8298,YES,78%,9,44819
9557,YES,92%,49,45203
8257,YES,95%,381,36994
10070,YES,91%,47,38816
3718,YES,NA,NA,39475
12591,YES,89%,515,37014
13349,YES,NA,NA,36795
7316,YES,100%,5,41294
12830,YES,NA,NA,44886
7132,YES,100%,5,44600
5187,YES,NA,NA,43568
9541,YES,97%,30,38407
3942,YES,NA,NA,39390
7998,YES,NA,NA,43487
6083,YES,100%,7,42903
15901,YES,NA,NA,37662
12264,YES,NA,NA,36065
19794,YES,NA,NA,40797
19794,YES,NA,NA,41753
5324,YES,93%,81,37839
25965,YES,NA,NA,42110
4229,YES,NA,NA,37492
3592,YES,NA,NA,35928
9846,YES,94%,390,36576
4459,YES,91%,68,37807
NA,YES,NA,NA,36014
10788,YES,NA,NA,41111
12253,YES,NA,NA,36865
7299,YES,NA,NA,38611
10787,YES,NA,NA,43903
5999,YES,NA,NA,35264
10572,YES,96%,432,39139
12190,YES,94%,50,39699
11534,YES,NA,NA,40865
2550,YES,NA,NA,43938
5912,YES,NA,NA,42626
8595,YES,95%,247,90455
13179,YES,50%,18,41565
5546,YES,NA,NA,41221
5025,YES,NA,NA,40728
13046,YES,93%,198,42266
5320,YES,91%,77,107382
25049,YES,NA,NA,39534
11532,YES,90%,262,38761
9762,YES,NA,NA,37772
19083,YES,NA,NA,37890
13319,YES,88%,24,36747
12503,YES,87%,380,41136
8700,YES,NA,NA,41152
11721,YES,NA,NA,35924
5069,YES,NA,NA,39833
24170,NA,100%,5,151822
12159,YES,NA,NA,44729
6270,YES,NA,NA,36638
999,YES,NA,NA,37596
13728,YES,NA,NA,35777
5984,YES,NA,NA,41967
19714,YES,97%,293,36237
3241,YES,NA,NA,40427
7889,YES,NA,NA,36447
6067,YES,95%,20,38548
5239,YES,86%,43,44355
27489,YES,NA,NA,45125
18723,YES,90%,512,39291
12651,YES,88%,344,36664
8887,NA,NA,NA,152054
14231,YES,NA,NA,41497
5424,YES,100%,7,44116
63880,YES,NA,NA,41572
8330,YES,NA,NA,40345
20793,NA,NA,NA,151874
15609,YES,NA,NA,35659
8185,YES,NA,NA,39410
2603,YES,100%,7,40780
5877,YES,96%,27,43566
5099,YES,NA,NA,40407
5069,YES,97%,58,42688
3896,YES,NA,NA,41820
12040,YES,NA,NA,42233
7915,YES,NA,NA,42395
5292,YES,NA,NA,36332
15503,YES,NA,NA,35266
12869,YES,NA,NA,35884
4728,YES,NA,NA,41613
4679,YES,NA,NA,44516
10887,NA,93%,60,152029
32197,NA,NA,NA,151974
7502,YES,NA,NA,35497
5681,YES,NA,NA,35219
78,YES,NA,NA,141737
7487,YES,NA,NA,41137
5182,YES,NA,NA,35150
14293,NA,NA,NA,36420
7402,YES,92%,90,44773
20431,YES,NA,NA,37333
20431,YES,NA,NA,38233
7199,YES,NA,NA,42929
7915,NA,NA,NA,151931
3405,YES,97%,37,38965
33083,YES,95%,149,43051
6759,YES,92%,200,38293
9450,NA,NA,NA,151962
7143,YES,NA,NA,43389
7143,YES,NA,NA,40908
55112,NA,NA,NA,153332
2233,YES,86%,7,35386
17457,YES,93%,652,36188
12169,YES,99%,97,35479
8733,YES,83%,208,45126
8733,YES,83%,208,41261
16910,YES,96%,408,42155
3531,YES,94%,152,37112
12108,YES,NA,NA,44138
2341,YES,NA,NA,39586
9153,YES,97%,66,43784
9601,YES,NA,NA,40136
5843,YES,95%,37,37482
6686,YES,88%,17,37070
6686,YES,88%,17,40010
13067,YES,91%,402,38361
4641,YES,NA,NA,35314
1480,YES,NA,NA,44286
13313,YES,NA,NA,35736
15936,YES,91%,479,38231
5761,YES,64%,25,42993
3191,YES,80%,88,39954
12115,YES,NA,NA,44624
9737,YES,NA,NA,132317
13474,YES,92%,287,40424
17536,YES,NA,NA,41183
5788,YES,NA,NA,35873
8838,YES,91%,148,42749
10370,YES,92%,50,41513
9523,YES,NA,NA,45233
8097,YES,100%,21,44416
10544,YES,NA,NA,44158
18600,YES,NA,NA,41124
15382,YES,NA,NA,45033
9894,YES,79%,652,39617
11796,YES,NA,NA,35295
11796,YES,NA,NA,39073
10760,YES,88%,26,44300
17975,YES,79%,250,41121
17975,YES,79%,250,40653
7754,YES,94%,507,36834
13022,YES,85%,163,38429
11645,YES,84%,31,35958
13427,YES,96%,104,38366
13801,YES,NA,NA,44314
13801,YES,NA,NA,38843
13801,YES,NA,NA,43422
11978,YES,100%,12,42809
8544,YES,54%,56,45870
2019,YES,84%,56,43696
7267,YES,18%,17,45137
8484,YES,89%,61,40132
10691,YES,89%,175,38908
13364,YES,79%,397,36899
25162,YES,90%,168,120804
16982,YES,91%,658,44414
16982,YES,91%,658,42237
9335,YES,NA,NA,42165
21370,YES,NA,NA,41300
11012,YES,NA,NA,35945
6694,YES,NA,NA,41559
16798,YES,NA,NA,42272
19917,YES,NA,NA,46211
56,YES,NA,NA,141794
6694,YES,NA,NA,39184
5288,YES,91%,47,45232
8863,YES,NA,NA,39303
8335,YES,NA,NA,37450
6944,YES,93%,176,41737
7878,YES,NA,NA,40087
11040,YES,91%,215,43294
4945,YES,94%,50,44755
11024,YES,90%,213,37378
10895,YES,78%,76,43121
5375,YES,75%,28,36618
3267,YES,75%,12,38062
5680,YES,43%,7,39293
8053,YES,100%,14,35696
6120,YES,NA,NA,36750
9158,YES,NA,NA,40195
9158,YES,NA,NA,38679
6267,NA,99%,92,152005
14576,YES,NA,NA,40741
6922,YES,NA,NA,43930
5349,YES,NA,NA,35624
11767,YES,99%,202,35330
18108,YES,100%,13,45213
4882,YES,100%,8,44193
4143,YES,NA,NA,42613
5583,YES,NA,NA,41687
12190,YES,94%,50,35176
37489,YES,88%,242,39460
18747,YES,NA,NA,36818
15311,YES,NA,NA,43315
8983,YES,NA,NA,36562
8547,YES,71%,21,43795
4938,YES,97%,36,35253
9240,YES,72%,202,38252
17449,YES,91%,532,43109
10416,YES,NA,NA,41020
11199,YES,100%,7,38342
12977,YES,96%,96,37827
6015,YES,NA,NA,42620
12514,YES,NA,NA,37981
8838,YES,91%,148,39302
10032,YES,NA,NA,39599
5644,YES,NA,NA,38041
9089,YES,91%,381,44376
9790,YES,93%,270,43703
2855,YES,NA,NA,39192
6139,YES,94%,18,40137
7780,YES,NA,NA,43978
7780,YES,NA,NA,38673
2396,YES,NA,NA,39244
7943,YES,NA,NA,40784
7943,YES,NA,NA,44477
5181,YES,NA,NA,43650
2829,YES,NA,NA,40650
3048,YES,NA,NA,42546
5302,YES,89%,205,39957
3749,YES,NA,NA,36100
10692,YES,NA,NA,44101
7969,YES,NA,NA,44723
6923,YES,NA,NA,44847
10812,YES,NA,NA,42524
8769,YES,NA,NA,40581
3011,YES,NA,NA,40887
11008,YES,NA,NA,36162
11015,YES,86%,66,39871
5758,YES,NA,NA,40066
8769,YES,NA,NA,39257
1177,YES,NA,NA,37902
6517,YES,88%,33,42713
2545,YES,80%,35,97311
4820,YES,NA,NA,43257
7793,YES,NA,NA,42333
18454,YES,96%,524,40292
10620,YES,NA,NA,38238
24690,YES,NA,NA,39759
15148,YES,NA,NA,40657
3121,YES,94%,32,36603
6706,YES,NA,NA,35787
8265,YES,84%,429,42695
5215,YES,NA,NA,38347
7603,YES,NA,NA,36853
15953,YES,94%,429,42183
15342,YES,NA,NA,39665
10638,YES,100%,10,44192
9034,YES,NA,NA,43066
12074,YES,NA,NA,42124
8821,YES,NA,NA,36993
12757,YES,NA,NA,39110
5516,YES,NA,NA,41070
5516,YES,NA,NA,44360
15502,YES,84%,88,35902
6145,YES,85%,13,45189
13320,YES,78%,421,36035
8747,YES,NA,NA,41143
19973,YES,57%,49,36986
9100,YES,92%,49,39817
11127,YES,NA,NA,41971
13326,YES,100%,8,42448
12038,YES,NA,NA,36757
5092,YES,100%,6,39355
15836,YES,NA,NA,38061
14503,YES,NA,NA,43343
9749,YES,100%,9,41038
9749,YES,100%,9,38026
4939,YES,NA,NA,43694
9457,YES,90%,247,44090
29833,YES,92%,108,37801
4929,YES,NA,NA,37841
4929,YES,NA,NA,43474
6557,YES,NA,NA,40764
10552,YES,NA,NA,36631
4581,YES,88%,8,39698
5073,YES,91%,176,42653
8138,YES,NA,NA,42286
25900,YES,NA,NA,37602
6877,YES,NA,NA,38700
7097,YES,NA,NA,39541
9886,YES,NA,NA,39584
6700,YES,91%,116,40561
19620,YES,NA,NA,39777
6463,YES,NA,NA,43091
11018,YES,93%,27,41213
8900,YES,NA,NA,41496
7704,YES,82%,17,41445
7698,YES,89%,9,42986
2599,YES,NA,NA,40304
5582,YES,NA,NA,39374
11956,YES,93%,208,36495
152,YES,NA,NA,41553
9926,YES,NA,NA,36814
21288,YES,82%,39,35292
21288,YES,82%,39,40496
9718,YES,100%,6,37032
9999,YES,79%,235,39443
9041,YES,NA,NA,36680
10195,YES,86%,7,35818
9999,YES,NA,NA,43023
11990,YES,90%,343,44973
9409,YES,95%,126,38074
6224,YES,NA,NA,38685
7500,YES,90%,83,38171
12893,YES,90%,422,36935
10672,YES,97%,74,37510
11108,YES,90%,259,42895
4482,YES,NA,NA,37786
10569,YES,95%,137,43274
7091,YES,93%,14,41740
3675,YES,NA,NA,40262
12801,YES,99%,73,42038
8456,YES,90%,112,40927
6218,YES,NA,NA,38299
3524,YES,NA,NA,39805
7938,YES,NA,NA,37802
9655,YES,NA,NA,37005
1963,YES,NA,NA,37708
7319,NA,98%,80,152052
63880,YES,NA,NA,117200
16424,YES,94%,177,37646
